Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
BPNM3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","11,76%",0,5021900000,0,"11,81%"
BSGR3,1091.28,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
CCHI3,0.02,0,-0.01,0,"0,00%",0.077,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,-160477000,0,"20,36%"
CCHI4,0.02,0,-0.01,0,"0,00%",0.077,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,-160477000,0,"20,36%"
CMMA4,0.81,0,0,0,"0,00%",0,0,0,0,0.03,0.03,"0,00%","0,00%",0,"0,00%","-1,92%",0,-79623000,0,"0,00%"
CPFP4,44,0,2.94,0,"0,00%",0.519,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,794670000,0,"0,00%"
CSAB3,45.01,0,0,0,"6,89%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",1042.05,0,0,"0,00%"
CSAB4,48,0,0,0,"7,11%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",111.63,0,0,"0,00%"
CSPC3,1.24,0,0,0,"0,00%",0,0,0,0,1.43,1.43,"38,62%","18,85%",1.43,"29,18%","45,33%",0,2126670000,1.48,"41,15%"
CSPC4,1.2,0,0,0,"0,00%",0,0,0,0,1.43,1.43,"38,62%","18,85%",1.43,"29,18%","45,33%",0,2126670000,1.48,"41,15%"
CZRS3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","3,34%",0,1145670000,0,"14,44%"
DAYC3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,33%",0,3009030000,0,"8,15%"
DUFB11,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
ECIS3,211.65,0,0,0,"0,00%",0,0,0,0,1.53,1.53,"34,90%","14,18%",1.38,"12,48%","7,33%",0,129346000,0.38,"4,66%"
ECIS4,145,0,0,0,"0,00%",0,0,0,0,1.53,1.53,"34,90%","14,18%",1.38,"12,48%","7,33%",0,129346000,0.38,"4,66%"
ESTC4,0,0,0,0,"0,00%",0,0,0,0,1.13,0.79,"23,59%","16,12%",3.41,"17,05%","17,50%",0,3275420000,1.07,"4,63%"
GALO3,0,0,0,0,"0,00%",0,0,0,0,0,0,"13,98%","-184,58%",0,"39,37%","7,62%",0,-60607000,0,"-28,97%"
GALO4,0.25,0,0,0,"0,00%",0,0,0,0,0,0,"13,98%","-184,58%",0,"39,37%","7,62%",0,-60607000,0,"-28,97%"
ICPI3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
ILLS4,100.01,0,0,0,"0,00%",0,0,0,0,0.73,0.73,"8,43%","-10,22%",0.5,"8,14%","36,09%",0,-18567000,-0.22,"9,33%"
INHA3,0,0,0,0,"0,00%",0,0,0,0,5.99,4.96,"15,37%","1,87%",1.7,"2,82%","0,81%",0,881508000,0.81,"-27,72%"
IRBR3,11.86,0,0,0,"1,80%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",481306000,0,0,"0,00%"
JFAB4,0.06,0,0,0,"0,00%",0,0,0,0,-112.33,-112.33,"0,00%","0,00%",0,"0,00%","2,34%",0,-10183000,0,"0,00%"
LATS3,22,0,0,0,"0,00%",0,0,0,0,1.27,1.27,"11,74%","1,30%",1.67,"11,63%","1,84%",0,680646000,0.39,"15,37%"
LECO3,0,0,0,0,"0,00%",0,0,0,0,-3,-3,"-2,14%","-4,72%",0.82,"-3,48%","-14,82%",0,105928000,0.2,"3,58%"
MLPA3,0,0,0,0,"0,00%",0,0,0,0,-2.08,-2.08,"6,66%","8,92%",0,"0,00%","45,13%",0,44578000,0,"-7,51%"
MMAQ3,0,0,0,0,"0,00%",0,0,0,0,94.39,94.39,"-0,14%","7,72%",2.41,"-0,28%","13,62%",0,164979000,0.05,"11,53%"
MSAN3,6.44,0,0,0,"0,00%",0,0,0,0,0.21,0.21,"6,27%","2,42%",1.18,"11,78%","11,81%",0,2533030000,0.39,"101,35%"
MSAN4,6.44,0,0,0,"0,00%",0,0,0,0,0.21,0.21,"6,27%","2,42%",1.18,"11,78%","11,81%",0,2533030000,0.39,"101,35%"
NTCO3,39.9,0,2.34,0,"0,00%",0.846,20.38,0,-2.17,0,0,"0,00%","0,00%",1.2,"0,00%","0,00%",300039000,20266100000,0.95,"0,00%"
PINE3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-9,47%",0,841823000,0,"-25,97%"
PRBC3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,70%",0,1206400000,0,"13,14%"
PTIP3,22,0,0,0,"0,00%",0,0,0,0,3.62,3.62,"13,73%","7,55%",0.7,"23,13%","-121,74%",0,-155957000,-9.02,"62,11%"
PTIP4,25.15,0,0,0,"0,00%",0,0,0,0,3.62,3.62,"13,73%","7,55%",0.7,"23,13%","-121,74%",0,-155957000,-9.02,"62,11%"
REPA3,1,0,0,0,"0,00%",0,0,0,0,4.54,4.54,"5,18%","1,22%",1.99,"4,05%","1,91%",0,378378000,0.42,"1,09%"
REPA4,1.08,0,0,0,"0,00%",0,0,0,0,4.54,4.54,"5,18%","1,22%",1.99,"4,05%","1,91%",0,378378000,0.42,"1,09%"
SALM3,5.7,0,0,0,"0,00%",0,0,0,0,1.1,1.1,"10,22%","4,13%",1.31,"25,78%","19,53%",0,475600000,0.8,"24,53%"
SALM4,5.9,0,0,0,"0,00%",0,0,0,0,1.1,1.1,"10,22%","4,13%",1.31,"25,78%","19,53%",0,475600000,0.8,"24,53%"
SASG3,0.98,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
SEBB3,0,0,0,0,"0,00%",0,0,0,0,-0.23,-0.23,"9,24%","7,40%",2.44,"24,15%","23,01%",0,145783000,0.01,"50,04%"
SEBB4,0,0,0,0,"0,00%",0,0,0,0,-0.23,-0.23,"9,24%","7,40%",2.44,"24,15%","23,01%",0,145783000,0.01,"50,04%"
SFSA3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","6,25%",0,739524000,0,"0,15%"
SGEN3,5,0,0.77,593.76,"0,00%",0.493,-8.34,-31.73,-2.01,-32.42,-32.42,"-1.871,17%","0,00%",0.65,"-1,59%","0,00%",0,156981000,0.02,"-59,85%"
SGEN4,0.6,0,0.09,71.251,"0,00%",0.059,-1,-3.81,-0.24,-4.5,-4.5,"-1.871,17%","0,00%",0.65,"-1,59%","0,00%",0,156981000,0.02,"-59,85%"
SLCP3,610.02,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
TAEE11,28.07,0,1.82,0,"8,28%",0.783,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",78009200,5304290000,0,"-1,14%"
TAEE3,9.39,0,1.83,0,"8,25%",0.786,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",435950,5304290000,0,"-1,14%"
TAEE4,9.44,0,1.84,0,"8,21%",0.79,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",776772,5304290000,0,"-1,14%"
TNEP3,3.01,0,0,0,"0,00%",0,0,0,0,-1.09,-1.09,"20,92%","25,42%",2.39,"20,53%","22,80%",0,955105000,0.06,"8,15%"
TNEP4,3.95,0,0,0,"0,00%",0,0,0,0,-1.09,-1.09,"20,92%","25,42%",2.39,"20,53%","22,80%",0,955105000,0.06,"8,15%"
VGOR3,0,0,0,0,"0,00%",0,0,0,0,6.77,6.77,"4,50%","-4,59%",1.04,"6,00%","-24,29%",0,135178000,1.89,"4,77%"
VVAX4,0,0,0,0,"0,00%",0,0,0,0,-4.44,-4.44,"-7,36%","-37,76%",2.19,"-6,52%","-92,03%",0,144676000,1.55,"0,00%"
VVAX3,0,0,0,0,"0,00%",0,0,0,0,-4.44,-4.44,"-7,36%","-37,76%",2.19,"-6,52%","-92,03%",0,144676000,1.55,"0,00%"
VIVA3,20.19,0,4.3,0,"0,77%",2.607,5.9,0,9.7,0,0,"0,00%","0,00%",3,"0,00%","0,00%",38404300,1108740000,0.27,"0,00%"
ENER5,6,0,0,0,"0,00%",0,0,0,0,2.7,2.11,"19,53%","11,56%",1.25,"18,01%","39,07%",0,817402000,2.23,"10,34%"
ENER3,10.5,0,0,0,"0,00%",0,0,0,0,2.7,2.11,"19,53%","11,56%",1.25,"18,01%","39,07%",0,817402000,2.23,"10,34%"
ENER6,12,0,0,0,"0,00%",0,0,0,0,2.7,2.11,"19,53%","11,56%",1.25,"18,01%","39,07%",0,817402000,2.23,"10,34%"
TEFC11,35.5,0,0,0,"0,00%",0,0,0,0,3.45,3.45,"23,54%","14,18%",0.61,"14,85%","46,72%",0,45856000000,2.95,"12,91%"
CESP4,16.29,0,0,0.003,"0,00%",0,0.02,0.01,0,1.55,0.9,"33,69%","82,03%",1.23,"4,64%","19,52%",0,7046150000,0.26,"-8,50%"
CAFE4,0.5,0,0,0.071,"0,00%",0.004,0,-0.13,0,-45.27,-53.49,"-53,07%","2.163,80%",0.02,"-2,81%","-64,17%",0,-377387000,-0.98,"-11,30%"
SCAR4,10,0.01,0,0.002,"0,00%",0,0,0,0,5.23,4.33,"56,13%","24,09%",2.44,"8,02%","6,12%",0,1488560000,0.99,"-7,34%"
MLPA12,40,0.01,0,0.001,"0,00%",0.002,0,0.01,0,-2.06,-2.06,"6,66%","8,92%",0,"0,00%","45,13%",0,44578000,0,"-7,51%"
MLPA4,45,0.01,0,0.001,"0,00%",0.003,0,0.01,0,-2.06,-2.06,"6,66%","8,92%",0,"0,00%","45,13%",0,44578000,0,"-7,51%"
CAFE3,2,0.02,-0.01,0.283,"0,00%",0.015,-0.01,-0.53,-0.01,-45.67,-53.96,"-53,07%","2.163,80%",0.02,"-2,81%","-64,17%",0,-377387000,-0.98,"-11,30%"
BSCT3,4.05,0.04,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","9,05%",0,212960000,0,"1,92%"
BRSR4,181.1,0.06,0.01,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,89%",0,8067010000,0,"9,68%"
BPHA3,0.62,0.06,-0.24,-20.054,"0,00%",0.995,-0.38,0.78,-0.2,1.6,1.43,"-2.581,69%","-33.652,50%",0.06,"401,01%","-402,50%",0,-292294000,-0.26,"-53,39%"
TPRC6,105,0.07,0.01,0.015,"0,00%",0.006,0.21,0.08,-0.03,0.33,0.13,"18,93%","21,06%",1.21,"9,35%","16,22%",0,22587500000,0.11,"1,97%"
TPRC3,113.5,0.07,0.01,0.016,"0,00%",0.007,0.22,0.08,-0.03,0.34,0.13,"18,93%","21,06%",1.21,"9,35%","16,22%",0,22587500000,0.11,"1,97%"
LREN4,105,0.09,0.02,0.009,"0,00%",0.007,0.05,0.04,-0.18,0.36,0.27,"24,95%","9,92%",1.37,"26,07%","20,22%",0,4688160000,0.54,"11,99%"
MTIG3,5.21,0.09,0.04,0.009,"0,00%",0.01,-0.04,2.63,-0.02,133.8,12.77,"0,34%","10,18%",0.56,"0,42%","39,64%",0,35674900,1.77,"2,58%"
CREM4,48,0.11,0.01,0.002,"0,00%",0.002,0.02,0.03,-0.02,3.55,2.09,"8,05%","2,10%",1.29,"11,36%","7,50%",0,189701000,1.58,"-0,27%"
PALF11,125,0.11,0.05,0.01,"0,00%",0.009,0.07,0.08,-0.02,2.89,2.32,"12,98%","8,84%",1.47,"15,51%","47,25%",0,2029410000,3,"8,91%"
PALF5,236.6,0.22,0.1,0.019,"0,00%",0.017,0.13,0.15,-0.04,2.96,2.38,"12,98%","8,84%",1.47,"15,51%","47,25%",0,2029410000,3,"8,91%"
PALF3,279.9,0.26,0.12,0.023,"0,00%",0.02,0.15,0.18,-0.05,2.99,2.4,"12,98%","8,84%",1.47,"15,51%","47,25%",0,2029410000,3,"8,91%"
ASSM4,6.1,0.29,-0.15,-8.357,"0,00%",0.133,-0.2,0.4,-0.08,1.88,1.88,"-2.084,39%","-2.915,61%",0.21,"35,38%","-50,73%",0,-9943000,-0.56,"-8,79%"
FHER3,2.97,0.3,-0.92,0.112,"0,00%",0.103,0.86,-1.98,-0.16,-3.44,-5.42,"-5,65%","37,67%",1.35,"-6,47%","-310,92%",682929,-173608000,-0.82,"-29,67%"
GAZO4,2.32,0.31,-0.03,-1.411,"0,00%",0.205,-0.46,0.86,-0.03,1.03,1.03,"-164,00%","-454,48%",0.35,"25,06%","-10,61%",0,-102667000,-0.01,"-28,21%"
NUTR3,91,0.32,0.85,0.17,"0,00%",0.195,0.95,-19.74,-0.73,-33.55,-217.52,"-0,86%","53,40%",1.68,"-1,19%","268,91%",43802.8,13630000,0.64,"21,68%"
ASSM3,7.12,0.33,-0.17,-9.754,"0,00%",0.155,-0.23,0.47,-0.09,1.95,1.95,"-2.084,39%","-2.915,61%",0.21,"35,38%","-50,73%",0,-9943000,-0.56,"-8,79%"
BELG4,1370,0.36,0.07,0.062,"0,00%",0.044,0.29,0.23,2.59,0.4,0.4,"27,70%","19,46%",1.97,"22,04%","18,59%",0,13495400000,0.17,"48,47%"
BELG3,1375.5,0.36,0.07,0.063,"0,00%",0.044,0.29,0.23,2.6,0.41,0.41,"27,70%","19,46%",1.97,"22,04%","18,59%",0,13495400000,0.17,"48,47%"
AGEN33,0.16,0.39,-0.03,0,"0,00%",0.066,-0.17,0.11,-0.02,3.73,3.61,"0,00%","0,00%",0.09,"87,67%","-8,85%",0,-1112630000,-1.11,"-87,03%"
MMAQ4,200.06,0.4,0.05,0.031,"79,80%",0.035,0.07,-21.96,0.08,72.43,72.43,"-0,14%","7,72%",2.41,"-0,28%","13,62%",0,164979000,0.05,"11,53%"
TRPN3,0.71,0.44,0.54,0.263,"104,74%",0.399,0.59,0.36,0.59,-0.35,-0.35,"72,28%","59,29%",3.61,"523,01%","122,35%",0,59358000,0,"5,77%"
GAZO3,3.4,0.45,-0.05,-2.068,"0,00%",0.301,-0.67,1.26,-0.04,1.43,1.43,"-164,00%","-454,48%",0.35,"25,06%","-10,61%",0,-102667000,-0.01,"-28,21%"
FCAP3,0.62,0.52,0.11,0,"0,00%",0.089,0,-6.18,0,-15.27,-15.27,"0,00%","0,00%",0,"0,00%","21,83%",0,107134000,0,"0,00%"
FCAP4,0.7,0.58,0.13,0,"0,00%",0.1,0,-6.98,0,-16.07,-16.07,"0,00%","0,00%",0,"0,00%","21,83%",0,107134000,0,"0,00%"
HETA3,4.01,0.6,-0.01,1.861,"0,00%",0.207,-0.05,2.77,-0.01,441.98,441.98,"67,24%","312,65%",0.01,"7,56%","-0,90%",0,-382972000,-0.85,"-14,20%"
MTIG4,40,0.68,0.27,0.069,"0,00%",0.074,-0.29,20.22,-0.19,151.38,14.45,"0,34%","10,18%",0.56,"0,42%","39,64%",7316.02,35674900,1.77,"2,58%"
TARP11,18.02,0.82,0.25,26.009,"0,00%",0.245,0,197.74,0,195.29,195.29,"13,15%","3.170,05%",0,"0,00%","29,89%",0,678212000,0,"-71,36%"
MTBR3,0.99,0.97,0.45,0.185,"0,00%",0.191,0.82,3.36,1.04,0.93,0.69,"5,52%","19,10%",1.43,"12,25%","46,64%",0,3282130000,0.19,"-7,77%"
MTBR4,1.05,1.03,0.48,0.197,"0,00%",0.202,0.87,3.56,1.1,1.13,0.84,"5,52%","19,10%",1.43,"12,25%","46,64%",0,3282130000,0.19,"-7,77%"
TSPP4,9.05,1.24,0.37,0.188,"0,00%",0.162,-4.02,0.85,-0.65,1.3,1.3,"22,01%","15,20%",0.89,"23,92%","29,88%",0,9816290000,0.35,"13,06%"
BNBR4,27.01,1.31,0.42,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","31,65%",0,5617050000,0,"17,52%"
HETA4,9.25,1.37,-0.01,4.293,"0,00%",0.478,-0.12,6.38,-0.01,445.6,445.6,"67,24%","312,65%",0.01,"7,56%","-0,90%",82168.9,-382972000,-0.85,"-14,20%"
TSPP3,12.6,1.72,0.51,0.262,"0,00%",0.225,-5.59,1.19,-0.91,1.63,1.63,"22,01%","15,20%",0.89,"23,92%","29,88%",0,9816290000,0.35,"13,06%"
PLIM4,0.59,1.89,0.03,0.02,"0,00%",0.016,-0.51,0.17,-0.05,1.5,0.65,"11,93%","1,55%",0.8,"10,95%","1,72%",0,6812390000,0.28,"66,63%"
EBEN4,17.51,2.11,0.53,0.153,"0,00%",0.127,1.12,1.26,-0.3,3.26,1.8,"12,19%","7,26%",1.51,"11,85%","24,99%",0,1297520000,1.03,"6,68%"
TXRX4,11.5,2.29,-0.17,0.466,"0,00%",0.266,-0.19,6,-0.12,31.19,19.46,"7,77%","20,38%",0.18,"6,73%","-7,35%",822726,-291372000,-0.71,"5,90%"
ESCE3,172,2.46,0.89,0.267,"0,00%",0.196,7.46,1.44,-0.4,3.04,2.04,"18,57%","10,87%",1.1,"15,64%","36,28%",0,1133360000,1.2,"7,66%"
CTPC4,6.5,2.48,0.03,0,"0,00%",0.003,0,-0.55,0,-2.44,-2.44,"0,00%","0,00%",0,"0,00%","1,41%",0,2411000,0,"-6,10%"
BTTL4,3.3,2.53,5,0.255,"0,00%",0.36,-11.93,3.34,-0.66,5.69,5.69,"7,64%","10,09%",0.93,"12,61%","197,68%",0,9807000,4.27,"-2,65%"
CTSA8,1,2.64,0.13,0.084,"0,00%",0.061,0.43,0.94,-0.89,5.8,5.8,"8,92%","3,17%",1.42,"7,20%","5,12%",0,291229000,0.74,"9,05%"
CPFG4,12.26,2.75,0.77,0.793,"0,00%",0.161,-10.92,1.57,-0.31,5.37,2.53,"50,67%","32,72%",0.9,"11,22%","28,20%",0,3252200000,2.27,"6,27%"
CPFG3,12.65,2.83,0.8,0.818,"0,00%",0.166,-11.26,1.61,-0.32,5.42,2.56,"50,67%","32,72%",0.9,"11,22%","28,20%",0,3252200000,2.27,"6,27%"
MARI3,2.93,3.04,0.76,0.346,"0,00%",0.384,0.95,4.99,1.65,4.89,4.89,"6,94%","11,37%",2.23,"10,67%","25,13%",0,706711000,0.32,"11,89%"
BAZA3,34,3.18,0.46,0,"10,53%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","14,38%",101314,2205750000,0,"-7,90%"
CTKA4,11.42,3.29,-0.27,0.203,"0,00%",0.182,0.64,1.94,-0.17,15.47,11.44,"10,43%","6,16%",1.86,"11,26%","-8,33%",90525,-258706000,-2.04,"4,68%"
CEAB3,9.82,3.3,1.12,0.483,"0,01%",0.522,5.16,8.86,-2.95,13.02,4.58,"5,45%","14,63%",1.4,"6,98%","33,79%",33724500,2710610000,0.63,"0,00%"
SMLS3,14.55,3.34,1.43,1.84,"1,86%",0.595,1.91,2.87,3.4,1.03,0.99,"64,01%","55,10%",1.7,"35,48%","42,87%",42989400,1261970000,0,"-8,24%"
RSUL4,115,3.63,25.6,0.398,"0,00%",0.337,-1.26,2.71,-0.51,2.79,2.3,"14,70%","10,96%",0.55,"13,31%","705,46%",1797.72,2619000,1.23,"12,92%"
ELPL4,15.98,3.66,0.77,0.212,"0,00%",0.11,4.08,1.71,-0.18,3.29,2.42,"12,38%","5,79%",1.13,"7,13%","21,06%",0,4099870000,1,"4,60%"
LIGT3,16,3.66,0.72,0.371,"0,00%",0.197,3.52,3.85,-0.42,10.1,6.88,"9,64%","10,15%",1.28,"6,12%","19,81%",53011500,6714840000,1.4,"7,88%"
PTPA3,76.5,3.69,1.14,0.505,"0,00%",0.375,2.28,3.63,-1.27,7.06,5.33,"13,93%","13,69%",1.79,"13,27%","30,85%",0,1201690000,1.59,"18,08%"
BNBR3,78.07,3.79,1.2,0,"6,22%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","31,65%",38308.9,5617050000,0,"17,52%"
TBLE6,10.65,3.85,1.29,0.864,"0,00%",0.277,6.03,2.25,-0.5,5.54,4.49,"38,47%","22,44%",1.25,"14,64%","33,46%",0,6743410000,2.51,"13,17%"
PTPA4,80,3.86,1.19,0.528,"0,00%",0.392,2.38,3.79,-1.33,7.23,5.45,"13,93%","13,69%",1.79,"13,27%","30,85%",0,1201690000,1.59,"18,08%"
LUXM3,10,3.95,0.5,0.442,"0,00%",0.295,2,3.51,-2.46,5.2,2.42,"12,57%","11,18%",2.01,"8,76%","12,73%",0,103254000,0.29,"11,26%"
CGRA4,25.53,3.96,0.88,1.068,"6,86%",0.594,2.68,12.06,5.58,10.4,6.79,"8,86%","26,94%",2.07,"5,94%","22,09%",202168,586027000,0,"6,18%"
CGRA3,25.55,3.97,0.88,1.069,"6,86%",0.594,2.69,12.07,5.59,10.41,6.8,"8,86%","26,94%",2.07,"5,94%","22,09%",46382.7,586027000,0,"6,18%"
VINE3,17.2,4.04,0.65,0.577,"0,00%",0.34,1.38,4.52,7.6,7.4,5.54,"12,76%","14,42%",1.91,"8,62%","16,14%",0,1118520000,0.6,"2,21%"
CTKA3,14.22,4.1,-0.34,0.252,"0,00%",0.226,0.8,2.42,-0.21,15.94,11.79,"10,43%","6,16%",1.86,"11,26%","-8,33%",43171.7,-258706000,-2.04,"4,68%"
DAYC4,8.9,4.12,0.71,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,33%",0,3009030000,0,"8,15%"
VINE5,17.64,4.14,0.67,0.592,"0,00%",0.349,1.41,4.64,7.8,7.52,5.63,"12,76%","14,42%",1.91,"8,62%","16,14%",0,1118520000,0.6,"2,21%"
ESTC11,23.5,4.22,0.74,0.681,"0,00%",0.317,1.03,2.89,-2.35,4.02,2.81,"23,59%","16,12%",3.41,"17,05%","17,50%",0,3275420000,1.07,"4,63%"
CLSC5,39.01,4.24,0.97,0.188,"0,00%",0.16,2.9,3.49,-0.3,6.45,4.19,"5,39%","4,44%",1.23,"5,22%","22,88%",0,1551160000,1.04,"6,66%"
TBLE5,12,4.34,1.45,0.973,"0,00%",0.312,6.8,2.53,-0.56,5.82,4.72,"38,47%","22,44%",1.25,"14,64%","33,46%",0,6743410000,2.51,"13,17%"
BSLI4,55.11,4.34,1.14,0,"10,41%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","26,19%",256.33,1759810000,0,"13,03%"
BRSR6,13.67,4.36,0.69,0,"7,04%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,89%",38561800,8067010000,0,"9,68%"
PATI3,25.7,4.6,0.91,0.44,"0,00%",0.415,0.86,10.34,1.8,11.26,9.27,"4,26%","9,57%",2.64,"6,96%","19,75%",69773.3,517126000,0.68,"16,62%"
VCPA4,26.01,4.72,1.02,0.789,"0,00%",0.353,3.76,2.01,-1,4.05,2.99,"39,18%","16,75%",1.46,"22,95%","21,57%",0,14149000000,1.46,"22,71%"
BTTL3,6.18,4.74,9.36,0.478,"0,00%",0.674,-22.34,6.25,-1.23,8.61,8.61,"7,64%","10,09%",0.93,"12,61%","197,68%",14851.6,9807000,4.27,"-2,65%"
BGIP4,25.37,4.77,0.86,0,"5,43%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","18,03%",77651.5,450512000,0,"8,63%"
ELET3,30.28,4.95,0.67,1.683,"0,00%",0.266,2.62,6.54,-0.74,11.52,9.18,"25,73%","34,37%",1.74,"4,54%","13,51%",153420000,71049700000,0.73,"-11,18%"
PATI4,27.8,4.97,0.98,0.476,"0,00%",0.449,0.93,11.18,1.95,12.1,9.96,"4,26%","9,57%",2.64,"6,96%","19,75%",2981.35,517126000,0.68,"16,62%"
ELET6,31.41,5.13,0.69,1.746,"0,00%",0.276,2.72,6.79,-0.76,11.76,9.38,"25,73%","34,37%",1.74,"4,54%","13,51%",94841300,71049700000,0.73,"-11,18%"
BMEB4,13.81,5.16,0.77,0,"4,97%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,02%",135624,934279000,0,"4,93%"
TCSL4,7.82,5.17,0.84,1.088,"0,00%",0.479,15.4,5.75,-1.95,6,2.33,"18,93%","21,06%",1.21,"9,35%","16,22%",0,22587500000,0.11,"1,97%"
EALT4,3.88,5.18,0.54,0.292,"1,55%",0.237,8.38,3.1,-1.14,5.9,4.33,"9,41%","5,63%",1.09,"8,11%","10,35%",335012,162778000,0.54,"24,20%"
LIGH3,16.66,5.28,1.19,0.556,"0,00%",0.317,5.83,6.19,-0.63,13.39,7.27,"9,00%","10,54%",1.31,"5,63%","22,57%",0,5493450000,1.51,"5,99%"
BBAS3,31.82,5.31,0.89,0,"5,78%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","16,80%",734571000,102220000000,0,"-0,04%"
BRSR3,16.77,5.35,0.85,0,"5,74%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,89%",1093140,8067010000,0,"9,68%"
BPAR3,182.07,5.55,1.22,0,"8,94%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","22,01%",0,1420200000,0,"12,02%"
BPIA3,6.1,5.64,1.06,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","18,84%",0,77395000,0,"13,41%"
DSUL3,7.95,5.65,0.97,0.879,"0,00%",0.721,1.93,2.37,2.7,1.27,1.27,"37,13%","16,02%",3.5,"48,91%","17,25%",0,236447000,0.01,"36,69%"
COCE6,35,5.67,0.85,0.488,"0,00%",0.299,30.36,4.3,-0.8,8.16,5.63,"11,35%","8,61%",1.04,"7,76%","15,00%",0,3203510000,0.84,"9,82%"
RNPT4,31.81,5.74,0.39,0.467,"0,00%",0.379,57.01,56.1,57.01,56.05,56.05,"0,83%","8,13%",1.38,"0,68%","6,72%",0,63944000,0,"4,85%"
RNPT3,31.87,5.75,0.39,0.468,"0,00%",0.38,57.12,56.21,57.12,56.15,56.15,"0,83%","8,13%",1.38,"0,68%","6,72%",0,63944000,0,"4,85%"
CLSC4,52.99,5.76,1.32,0.256,"3,63%",0.217,3.94,4.75,-0.4,7.7,5.01,"5,39%","4,44%",1.23,"5,22%","22,88%",855482,1551160000,1.04,"6,66%"
CPLE5,42.24,5.77,0.65,0.7,"9,34%",0.302,4.23,3.28,-0.94,5.6,4.22,"21,36%","12,53%",1.53,"10,44%","11,28%",196.47,17764700000,0.63,"5,57%"
CLSC3,55,5.98,1.37,0.265,"3,18%",0.225,4.09,4.93,-0.42,7.88,5.13,"5,39%","4,44%",1.23,"5,22%","22,88%",1600.26,1551160000,1.04,"6,66%"
CRPG5,22.81,6.02,1.15,1.123,"0,61%",0.839,1.29,8.57,1.65,6.03,4.51,"13,10%","18,65%",6.2,"13,89%","19,03%",236273,577532000,0.01,"10,02%"
BMEB3,16.24,6.07,0.91,0,"3,84%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,02%",35733.1,934279000,0,"4,93%"
WHRL3,6.21,6.1,2.84,1.163,"24,00%",1.196,5.17,21.06,6.51,18.63,13.88,"5,52%","19,10%",1.43,"12,25%","46,64%",138469,3282130000,0.19,"-7,77%"
CRPG6,23.17,6.12,1.16,1.141,"0,60%",0.852,1.31,8.71,1.67,6.16,4.61,"13,10%","18,65%",6.2,"13,89%","19,03%",25463.2,577532000,0.01,"10,02%"
